index,url,video title,category,relevant
gwqCH8A_Qwk,https://www.youtube.com/watch?v=gwqCH8A_Qwk,Resumen Cosecha 2016 (Vídeo completo) en España - Harvest season 2016 in Spain,Science & Technology,no
yVF-8XCXMFM,https://www.youtube.com/watch?v=yVF-8XCXMFM,Jamaican Puppet show on Farming. Ackee Walk SO1EP16,People & Blogs,no
KVlFLryL0EM,https://www.youtube.com/watch?v=KVlFLryL0EM,Agri Junction 2025 | किसानों के लिए एक स्टॉप शॉप | खेती की हर सुविधा एक जगह,Education,no
CBTkHPZlN_o,https://www.youtube.com/watch?v=CBTkHPZlN_o,Innovative Green Farming Technologies - Sustainable Agriculture for the Future (20 Minutes),Science & Technology,no
Zly56nKuz6A,https://www.youtube.com/watch?v=Zly56nKuz6A,Agricultural Commodities – Impacts on Global Markets & Economies,Education,no
w-VnkL8HdnM,https://www.youtube.com/watch?v=w-VnkL8HdnM,Once Human harvest season collect crops according to the data,Gaming,no
aiF0APhp544,https://www.youtube.com/watch?v=aiF0APhp544,How to Ship Vegetables? [shipping perishable food],Education,no
srDUXAZNWgQ,https://www.youtube.com/watch?v=srDUXAZNWgQ,Livestock Management Practices for a Successful Farm #farm #livestockmanagement #animalhealth #short,Education,no
xVi-kFoIZ3k,https://www.youtube.com/watch?v=xVi-kFoIZ3k,The Impact of Organic Farming Practices on Soil Quality and Biodiversity,Education,no
EPVThjf4BOg,https://www.youtube.com/watch?v=EPVThjf4BOg,Azolla: The Plant That Can Make You Money 💰🌱,People & Blogs,no
PeV9FT5gfUU,https://www.youtube.com/watch?v=PeV9FT5gfUU,Simple farm tools for cutting,Education,no
zfHDkS31-0g,https://www.youtube.com/watch?v=zfHDkS31-0g,How American Farmers Harvest Thousands Of Tons Of Fruits And Vegetables #2,People & Blogs,no
1uT0cr82E5o,https://www.youtube.com/watch?v=1uT0cr82E5o,Agricultura Digital_Agrosistemas Sustentables,Science & Technology,no
ZBKvw5cyjtI,https://www.youtube.com/watch?v=ZBKvw5cyjtI,Types of Economies: Agrarian Industrial Service and Mixed Economies,Education,no
nDDu-CwzDlc,https://www.youtube.com/watch?v=nDDu-CwzDlc,Top Cattle Breeds that Thrive and Mature Quickly on Grass,Pets & Animals,no
eKuf0fLpCos,https://www.youtube.com/watch?v=eKuf0fLpCos,Backgrounding feeds and rations Fall 2021,Education,no
G1DwdDQr5p0,https://www.youtube.com/watch?v=G1DwdDQr5p0,Employment News Paper This Week PDF: Sep 2022 2nd Week (10-16) Emp News |रोजगार समाचार |Govt Jobs,People & Blogs,no
yDZzT7ayiJY,https://www.youtube.com/watch?v=yDZzT7ayiJY,"Dual Prong 49"" Hay Bale Spear Bucket Attachment | Titan Attachments",Autos & Vehicles,no
nsEgFqNR8vA,https://www.youtube.com/watch?v=nsEgFqNR8vA,"Introducing the Soil Health Revolution ""Merit or Myth""",Science & Technology,no
vombiPhexmo,https://www.youtube.com/watch?v=vombiPhexmo,Garden Tools,Autos & Vehicles,no
bMlplARAjdQ,https://www.youtube.com/watch?v=bMlplARAjdQ,Hydroponics 101: What we grow | CropKing Inc.,Education,no
UxXl9sVf1lg,https://www.youtube.com/watch?v=UxXl9sVf1lg,Grape Farming (Complete Guide) | Planting Growing and Harvesting | Grape Cultivation,Education,no
1iUJACNLT6E,https://www.youtube.com/watch?v=1iUJACNLT6E,Different Types of Tractors For Farming With Pictures,People & Blogs,no
RjbRcNSsT6Y,https://www.youtube.com/watch?v=RjbRcNSsT6Y,Globalization & Agricultural Production  [AP Human Geography Unit 5 Topic 9] (5.9),Education,no
BbTJDS073uc,https://www.youtube.com/watch?v=BbTJDS073uc,Mechanical Apple Harvester,People & Blogs,no
bgqea0E2eAY,https://www.youtube.com/watch?v=bgqea0E2eAY,Layers Of Soil - The Dr. Binocs Show | Best Learning Videos For Kids | Peekaboo Kidz,Education,no
sFCzEYWXbYU,https://www.youtube.com/watch?v=sFCzEYWXbYU,How We Save Money ($1000+) On Taxes By Farming,Entertainment,no
IROS7PMNYgw,https://www.youtube.com/watch?v=IROS7PMNYgw,How to Start $1500/Day Coffee Food Trailer Business,Education,no
EiEObwJVrpM,https://www.youtube.com/watch?v=EiEObwJVrpM,Sustainable Insect and Pest Management Practices | Integrated Pest Management System,Education,no
1d_qZJHSAWc,https://www.youtube.com/watch?v=1d_qZJHSAWc,Hay & Straw Suppliers - R & M Simeon Agricultural Contractors,Entertainment,no
7qNMZmtQgiw,https://www.youtube.com/watch?v=7qNMZmtQgiw,The Bank Seeds of Knowledge: Planting Seeds in Soil or Soilless,People & Blogs,no
sbkJOkOpUqM,https://www.youtube.com/watch?v=sbkJOkOpUqM,How Can Agriculture Thrive Amidst Digital Connectivity Hurdles #AgricultureRevolution,Science & Technology,no
FJSmyCXoIPw,https://www.youtube.com/watch?v=FJSmyCXoIPw,This Is How Australian Farmers Produce Millions Of Tons Of Wheat,Education,no
7TRKUr8OMfU,https://www.youtube.com/watch?v=7TRKUr8OMfU,30 MIN Farm animals for Kids Animal song Fnimal name & sound,Entertainment,no
melP6QGp3lk,https://www.youtube.com/watch?v=melP6QGp3lk,Drip Irrigation: Water Conservation and Produce Safety Video,Education,no
dpOejll1G80,https://www.youtube.com/watch?v=dpOejll1G80,Farm labor shortage,News & Politics,no
kYLtfaCc9Mw,https://www.youtube.com/watch?v=kYLtfaCc9Mw,Gravel Gardens | Let's Grow Stuff,Howto & Style,no
jBniQ9TF5UA,https://www.youtube.com/watch?v=jBniQ9TF5UA,Pasture Management #989 (Air Date 3-19-17),Education,no
nq8nRQL8WEQ,https://www.youtube.com/watch?v=nq8nRQL8WEQ,7+ Homesteading Skills to Learn Right Now | Preparation Mode for Dream Homestead | Master Skills,People & Blogs,no
BSja0SSOtIA,https://www.youtube.com/watch?v=BSja0SSOtIA,Why Crop Rotation Is Important!,People & Blogs,no
h9PFV_vgaFc,https://www.youtube.com/watch?v=h9PFV_vgaFc,U.S. Farming Dead Zone: 10 Cash Crops Nobody Wants Anymore,News & Politics,no
R69cNkVAkwE,https://www.youtube.com/watch?v=R69cNkVAkwE,Leasing Farmland Owned by Non-Farmers,Education,no
fgex8AkYy_g,https://www.youtube.com/watch?v=fgex8AkYy_g,Growing Tomatoes is Easy | How to Grow Tomatoes from Seed,People & Blogs,no
9K5WgNda7Yk,https://www.youtube.com/watch?v=9K5WgNda7Yk,Calf Health: Hay Feeding on a Technologically Advanced Farm,People & Blogs,no
5k_sFgG8eWQ,https://www.youtube.com/watch?v=5k_sFgG8eWQ,Straw bale gardening 3.5,People & Blogs,no
j2tvMfHl2HU,https://www.youtube.com/watch?v=j2tvMfHl2HU,Best Homemade Seed Starting Potting Mix Test / Review: Miracle Gro Espoma Simple Organic DIY,Howto & Style,no
aqVJm1ptGkQ,https://www.youtube.com/watch?v=aqVJm1ptGkQ,Fruit And Vegetables Carving Cutting Tips #92 #fruit #vegetable #carving #cuttingskills #shortsfeed,People & Blogs,no
4WxZUseQRRA,https://www.youtube.com/watch?v=4WxZUseQRRA,Backgrounding Cattle #1- Feeding calves in a declining market with Tim Petry.,Education,no
DFH_yfbUJWY,https://www.youtube.com/watch?v=DFH_yfbUJWY,Basics of Crop Management and Production - Learning Junction,Education,no
ardcsi3aYYo,https://www.youtube.com/watch?v=ardcsi3aYYo,Crop Storage and Harvest | Harvest Techniques Smallholder | Smallholder Farmers | Farming Stories,Howto & Style,no
j8iye0cCcVs,https://www.youtube.com/watch?v=j8iye0cCcVs,Today on the farm disc is getting some oil before it’s put away #maintenance #farm #farmequipment,People & Blogs,no
9zbIENFbyZ8,https://www.youtube.com/watch?v=9zbIENFbyZ8,Cattle Market Trends with CattleFax's Matt McQuagge,Entertainment,no
h9lN3Fw3oFw,https://www.youtube.com/watch?v=h9lN3Fw3oFw,Animal sense,People & Blogs,no
Lcp0jlJNxXs,https://www.youtube.com/watch?v=Lcp0jlJNxXs,PACK EXPO International 2022,Education,no
9R-utqpmwmE,https://www.youtube.com/watch?v=9R-utqpmwmE,Planning a Vegetable Garden for Beginners: The 5 Golden Rules 🏆,Howto & Style,no
X9HJC4GbuO0,https://www.youtube.com/watch?v=X9HJC4GbuO0,#YouTubeShorts #YTShorts #ShortsVideo #ViralShorts #Daily #Shorts #Farming #FarmLife #Harvesting,People & Blogs,no
SdE6AaTZ9IQ,https://www.youtube.com/watch?v=SdE6AaTZ9IQ,Moving Pigs Before the Storm! @UncleTimsFarm,Howto & Style,no
dVkB-eoZOps,https://www.youtube.com/watch?v=dVkB-eoZOps,Meet Srinath he's studying Agricultural Science at UQ,Education,no
Wisa2lyiwvg,https://www.youtube.com/watch?v=Wisa2lyiwvg,The Benefits of Vertical Farming,Science & Technology,no
OYsNuwempQY,https://www.youtube.com/watch?v=OYsNuwempQY,Art Agency & Agrarian Life with Sonal Khullar,Education,no
ptaKKWDQe1w,https://www.youtube.com/watch?v=ptaKKWDQe1w,Smart drivers use Breakdown Inc. for hassle-free roadside help! #kenworth #trucks #brakesystem #usa,Autos & Vehicles,no
WCdQeZKlcXQ,https://www.youtube.com/watch?v=WCdQeZKlcXQ,How to get into Horticulture | Careers | RHS,Howto & Style,no
r27tfhPibJ0,https://www.youtube.com/watch?v=r27tfhPibJ0,Empowering Farmers: Adapting to Climate Change for a Sustainable Future,Film & Animation,no
2zY38zyJ3pw,https://www.youtube.com/watch?v=2zY38zyJ3pw,Growing Veggies Without Soil!,Howto & Style,no
3yPD-w6Ubhk,https://www.youtube.com/watch?v=3yPD-w6Ubhk,Training Video (Safe use of Pesticides),Education,no
9IMwq06cBVw,https://www.youtube.com/watch?v=9IMwq06cBVw,Grow Green | Hydroponic Cultivation Of Plants,Education,no
Ev78JFIOHJA,https://www.youtube.com/watch?v=Ev78JFIOHJA,The reason it all started. #heritage #history #farmlife #animals #adamhenson,Education,no
Oy2oZlCJxvc,https://www.youtube.com/watch?v=Oy2oZlCJxvc,"Tower Gardening Made Easy ""Let's Talk About It"" Episode 12 #gardening #farming #hydroponicgardening",People & Blogs,no
Mru1ElmG7pg,https://www.youtube.com/watch?v=Mru1ElmG7pg,How to identify your soil type | Grow at Home | RHS,Howto & Style,no
HG1v1pHBIL4,https://www.youtube.com/watch?v=HG1v1pHBIL4,Maize chopper and baler all in 1 line,People & Blogs,no
bS5GK71EFfA,https://www.youtube.com/watch?v=bS5GK71EFfA,Top 5 Backyard Chicken Breeds: Best for Your Flock! 🐔 #BackyardChickens #ChickenBreeds,Education,no
YiIPn9S8u8o,https://www.youtube.com/watch?v=YiIPn9S8u8o,Intelligent Agricultural Irrigation System,Science & Technology,no
XfLSzGWxBZQ,https://www.youtube.com/watch?v=XfLSzGWxBZQ,Easiest AFK Fish Farm Minecraft Bedrock 1.21 (2025),Gaming,no
cVNLnhG-hnM,https://www.youtube.com/watch?v=cVNLnhG-hnM,Poly Grain Bins For Your Farm,People & Blogs,no
ZMGKzEzDlv0,https://www.youtube.com/watch?v=ZMGKzEzDlv0,Understanding The Science Behind Crop Rotation,Education,no
oNcw9Ui_XGQ,https://www.youtube.com/watch?v=oNcw9Ui_XGQ,⭐️Seviye Atladım 144! Ağıl deposu yükseltme ve tasarım festivali ödülleri [ #hayday level up],People & Blogs,no
Q5NuOrKAITs,https://www.youtube.com/watch?v=Q5NuOrKAITs,Fall Planting Cover Crops In The Home Garden - No Till Method - Feeding The Life In The Soil,People & Blogs,no
NK7DIFPfXvs,https://www.youtube.com/watch?v=NK7DIFPfXvs,Simple & Amazing Seed Tray Filling & Seed Sowing Technique,Education,no
Tu2UzYiqmWM,https://www.youtube.com/watch?v=Tu2UzYiqmWM,Seedling greenhouse construction process- Good tools and machinery make work easy,People & Blogs,no
OeUiGkk1ccA,https://www.youtube.com/watch?v=OeUiGkk1ccA,Safety on outback stations - A snapshot of the Northern Territory's cattle industry,Education,no
WE5J8abYUTA,https://www.youtube.com/watch?v=WE5J8abYUTA,Earn lakhs through leasehold farming; learn from this farmer Santosh | Haritham Sundaram EP 345,Pets & Animals,no
R9pxFgJwxFE,https://www.youtube.com/watch?v=R9pxFgJwxFE,The Incredible Logistics Behind Corn Farming,Education,no
k96P9wCeiWs,https://www.youtube.com/watch?v=k96P9wCeiWs,The Farm Simulator - Heavy Duty Thresher Machine #8- Heavy tractor games tractor trolley game,Gaming,no
oaE6T-5b_ZU,https://www.youtube.com/watch?v=oaE6T-5b_ZU,How to grow your own potatoes at home 💚,People & Blogs,no
KIAkk7W4YMk,https://www.youtube.com/watch?v=KIAkk7W4YMk,High-powered tools #slaughterhouse #cattle farmer #high-performance utility tools,People & Blogs,no
FBE3VcPEhKs,https://www.youtube.com/watch?v=FBE3VcPEhKs,🌱 What Is Plant Breeding? 🌱,Science & Technology,no
aG_zJiBngMY,https://www.youtube.com/watch?v=aG_zJiBngMY,Is Farmer Rick actually just a puppet? #animation,People & Blogs,no
Atm2x-3of_c,https://www.youtube.com/watch?v=Atm2x-3of_c,Amazing Corn Farming Machines Tools and Equipments | Maize Farming,Education,no
4eEU8saT-n8,https://www.youtube.com/watch?v=4eEU8saT-n8,#farming She's Learning How To Sulky Plow,Nonprofits & Activism,no
mMNt2p6q1Rk,https://www.youtube.com/watch?v=mMNt2p6q1Rk,The Future of Chicken Farming: Mobile Chicken Coops,Entertainment,no
K2WFI0UqYh4,https://www.youtube.com/watch?v=K2WFI0UqYh4,Innovation platforms for improved livelihoods and rainwater management in Ethiopia,Science & Technology,no
J1AZwJPLur8,https://www.youtube.com/watch?v=J1AZwJPLur8,These 2 tips = juicy strawberry harvests,Howto & Style,no
4y979jt3Eis,https://www.youtube.com/watch?v=4y979jt3Eis,Farm Life in Vermont is Underrated,Entertainment,no
CZKvCi7hhhw,https://www.youtube.com/watch?v=CZKvCi7hhhw,EP 43: Big Brothers & Their Economies: Pol Pot Mobutu Seko & Islam Karimov W/ Chanjoo Kim,News & Politics,no
wWKMfNqEE7w,https://www.youtube.com/watch?v=wWKMfNqEE7w,ಹಿರೇಹಳ್ಳಿಯಲ್ಲಿ ವಿಕಸಿತ ಕೃಷಿ ಸಂಕಲ್ಪ ಅಭಿಯಾನ Information to farmers about the use of organic fertilizers,News & Politics,no
yythaJl0t3E,https://www.youtube.com/watch?v=yythaJl0t3E,Lay The Right Groundwork With TruSet™ Tillage Tools | John Deere Tillage Equipment,Autos & Vehicles,no
OhHYrK_cUr8,https://www.youtube.com/watch?v=OhHYrK_cUr8,The Surprising Science Behind Feeling Abundant!,People & Blogs,no
vqjHRvSzpow,https://www.youtube.com/watch?v=vqjHRvSzpow,Green Hay Bale Maker - Modern Machinery,Science & Technology,no
VuOfofigkCE,https://www.youtube.com/watch?v=VuOfofigkCE,The Future of Farming: 2030 Trends and Predictions,Science & Technology,no
e4YYNf81n8A,https://www.youtube.com/watch?v=e4YYNf81n8A,Plants Pests and Diseases,Education,no
Fuy9tarYwhU,https://www.youtube.com/watch?v=Fuy9tarYwhU,WATCH THIS Before Planting Carrots!,People & Blogs,no
zPs9VRFVNew,https://www.youtube.com/watch?v=zPs9VRFVNew,How to fill a raised garden bed! #riasedgardenbed #garden #soil,People & Blogs,no
iMIVUrUsR00,https://www.youtube.com/watch?v=iMIVUrUsR00,When To Start Curing? - How To Know When Cannabis Is Ready To Be Jarred & Stored Long-Term,Education,no
quqH4VjCddY,https://www.youtube.com/watch?v=quqH4VjCddY,Harvest to Market: Peanuts & Peaches #1,People & Blogs,no
SmFYfcCbjNo,https://www.youtube.com/watch?v=SmFYfcCbjNo,Cordless wheeled lawn mower trimmer China manufacturer factory distributor#grasscutter #rcmower,People & Blogs,no
2cl7f6fluKE,https://www.youtube.com/watch?v=2cl7f6fluKE,Weed-Control Machines - Crossroad Farm Fairlee VT,Education,no
ApzvFAP4g2A,https://www.youtube.com/watch?v=ApzvFAP4g2A,LITERAL TRANSLATION OF COUNTRY NAMES EUROPE,Education,no
3QQq-OJYk6M,https://www.youtube.com/watch?v=3QQq-OJYk6M,Farm Machinery Operation and care repair Guide 1957,People & Blogs,no
6fkaGb6BiEY,https://www.youtube.com/watch?v=6fkaGb6BiEY,Why Do Cows Have Side Eyes? #shorts,Education,no
iguKJ4MohMk,https://www.youtube.com/watch?v=iguKJ4MohMk,Corn Farming Techniques #satisfying #shortsvideo,People & Blogs,no
mOImj_dwXbA,https://www.youtube.com/watch?v=mOImj_dwXbA,Intro to Root Words | Prefixes and Suffixes | 2nd Grade Reading | eSpark Framing Video,Education,no
4DM9DJjzk4M,https://www.youtube.com/watch?v=4DM9DJjzk4M,Experience The Beauty Of Maize Fodder Crop In Stunning Cinematic Video!,Travel & Events,no
dp4ercv0Cq0,https://www.youtube.com/watch?v=dp4ercv0Cq0,SNOW PLOW VS SNOW PUSHER: WHICH ONE IS RIGHT FOR YOU? 👨‍🌾🚜❄,Education,no
3zF4R47zvEk,https://www.youtube.com/watch?v=3zF4R47zvEk,MODERN FARMING EQUIPMENT NEW TECHNOLOGY SPECIAL,People & Blogs,no
22xOBPlNKvY,https://www.youtube.com/watch?v=22xOBPlNKvY,Animals for Kids 40 min Farm animal sound,Entertainment,no
gdh5JWaAa-Y,https://www.youtube.com/watch?v=gdh5JWaAa-Y,Costco Fall Bulbs 🍂🍁 New Shade Container & Planting Bells of Ireland || Fall Garden Planting,Howto & Style,no
2oprrR-HHlg,https://www.youtube.com/watch?v=2oprrR-HHlg,🌧️ Monsoon in India – A Climatic Lifeline Explained! 🌾,Education,no
Av8AJMOlGbs,https://www.youtube.com/watch?v=Av8AJMOlGbs,10000+ Livestock Machines Revolutionizing U.S. Farming | Agriculture Technology,People & Blogs,no
56tRjjmuTow,https://www.youtube.com/watch?v=56tRjjmuTow,Planting Onions Kale Basil & Flowers for the 1st time 🙏🏾,People & Blogs,no
CWl298unYIc,https://www.youtube.com/watch?v=CWl298unYIc,Antique Farm Equipment Renner Farm Part 3,Pets & Animals,no
u34R01BEPdE,https://www.youtube.com/watch?v=u34R01BEPdE,Using SQUARE FOOT Gardening Easily DOUBLED the Harvests,Howto & Style,no
6pDNyntktls,https://www.youtube.com/watch?v=6pDNyntktls,Cannabis Harvest Season: What You Need to Know!,Film & Animation,no
dztZ3ILXo3A,https://www.youtube.com/watch?v=dztZ3ILXo3A,Grade 12 | Animal Production Systems | Agricultural Sciences,Education,no
fFrDNwzT6OY,https://www.youtube.com/watch?v=fFrDNwzT6OY,Subsurface & Sprinkler Irrigated Corn,Education,no
xuDyGPaQax0,https://www.youtube.com/watch?v=xuDyGPaQax0,Preview of David and Rebecca Stutzman Online Farm Retirement Auction in Clarkson KY 3/2/21,Entertainment,no
itVLE86mHmI,https://www.youtube.com/watch?v=itVLE86mHmI,ATV/UTV Log handling system #welding #weld #logging #trailer,People & Blogs,no
sJCgXsT0ha4,https://www.youtube.com/watch?v=sJCgXsT0ha4,No-Tillage Farming,Education,no
u1gC6DnYdrc,https://www.youtube.com/watch?v=u1gC6DnYdrc,seeds #organic #vegetable #farming #agriculture,People & Blogs,no
okAXT35GobE,https://www.youtube.com/watch?v=okAXT35GobE,Mastering Wheat Farming: Risk Management Agronomic Practices and Innovative Tech Solutions,People & Blogs,no
dUUG_BgEhiw,https://www.youtube.com/watch?v=dUUG_BgEhiw,THE 'Why' behind Rotational Grazing,Science & Technology,no
IEpbtUYXUY0,https://www.youtube.com/watch?v=IEpbtUYXUY0,The amazing life cycle of plants #plants#plantslife #plantslover #lifecyle #plantcare #planting#شفا,Entertainment,no
4aih_MXO6O4,https://www.youtube.com/watch?v=4aih_MXO6O4,How A Zimbabwean Woman Became A Millionaire Farming Cattle In Africa,People & Blogs,no
jg-EFyOFbh4,https://www.youtube.com/watch?v=jg-EFyOFbh4,Advisor All-In-One Agronomy Management,Science & Technology,no
OKJaF7xuKds,https://www.youtube.com/watch?v=OKJaF7xuKds,HPAS Mains 2024 | Questions Paper | Model Answer | GS- 3 | Civilstap Himachal,Education,no
XyZ3pQQMCAA,https://www.youtube.com/watch?v=XyZ3pQQMCAA,5 MIND-BLOWING Features of Fast Smart Plowing Machines,Science & Technology,no
22lUhLrWvRI,https://www.youtube.com/watch?v=22lUhLrWvRI,Top 8 Tech and Sustainability Trends in Agriculture: A Comprehensive Guide,Howto & Style,no
HeFmQ9UD2FA,https://www.youtube.com/watch?v=HeFmQ9UD2FA,JADAM Organic PEST and DISEASE CONTROL POWERFUL DIY Solutions..,Science & Technology,no
tGvGW_T2NQ0,https://www.youtube.com/watch?v=tGvGW_T2NQ0,Fun Day at the Farm with Hayride Corn Maze and Playground,People & Blogs,no
hHpTALC7r6c,https://www.youtube.com/watch?v=hHpTALC7r6c,Vintage Surge Bucket Milker Assembly- Family Cow Milking Tutorial,Howto & Style,no
HLi5htzDd4o,https://www.youtube.com/watch?v=HLi5htzDd4o,Children of the Sun – Wild Bees,Education,no
wmbeZjwD77w,https://www.youtube.com/watch?v=wmbeZjwD77w,"A day in the life of a ""YouTube Farmer"" it's not as easy as it looks!",Autos & Vehicles,no
FFToJISJmdM,https://www.youtube.com/watch?v=FFToJISJmdM,Storing Hay Tips,Entertainment,no
-_SMqytnqTA,https://www.youtube.com/watch?v=-_SMqytnqTA,Nofence Managed grazing : James Daniel,Science & Technology,no
AaVsUyptr0U,https://www.youtube.com/watch?v=AaVsUyptr0U,Mechanical new potato harvesting kicks-off in Jersey,News & Politics,no
-3pZky2IW_U,https://www.youtube.com/watch?v=-3pZky2IW_U,எல்லா வெரைட்டி மாட்டும் இங்கே இருக்கு 10 லிட்டர் முதல் 30 லிட்டர் வரை கறவை உள்ள மாடுகள்,Pets & Animals,no
M-h25X0n1_s,https://www.youtube.com/watch?v=M-h25X0n1_s,7 ADVANTAGES OF CROP ROTATION,Education,no
qH3rzFVFlsA,https://www.youtube.com/watch?v=qH3rzFVFlsA,Sustainable Practices in Agriculture,People & Blogs,no
Tc7EKgnKlKw,https://www.youtube.com/watch?v=Tc7EKgnKlKw,Webinar  Recording: Farm Management Software - Enabling a Trusted Supply Chain,Science & Technology,no
4R7mX6pChSA,https://www.youtube.com/watch?v=4R7mX6pChSA,How Regenerative Agriculture Brings Life Back to the Land | Gabe Brown | TED,Science & Technology,no
swLkA1cHJ4Y,https://www.youtube.com/watch?v=swLkA1cHJ4Y,The Art of Lazy Composting | How to Make High-Quality Compost the Simple Way,Howto & Style,no
hUpvfO8Y0PU,https://www.youtube.com/watch?v=hUpvfO8Y0PU,Ми купуємо напряму з господарств.  #agribusiness #business #agriculture,People & Blogs,no
0w4hBJsqwps,https://www.youtube.com/watch?v=0w4hBJsqwps,How Farmers Harvest & Process Radish on a Massive Scale!,Education,no
TBt4E_3SwDY,https://www.youtube.com/watch?v=TBt4E_3SwDY,how to grow onions from onions,People & Blogs,no
f7QtfLlbNlc,https://www.youtube.com/watch?v=f7QtfLlbNlc,The Surprising Truth About Farm Life#agriculturetruth,Education,no
rpQoUwE220Y,https://www.youtube.com/watch?v=rpQoUwE220Y,Farm small machinery electric loader #loader #agricultural #farming,People & Blogs,no
2d_kM7W6E9M,https://www.youtube.com/watch?v=2d_kM7W6E9M,Siláže v Závidkovicích - Claas Jaguar 860 Traktory Deutz-Fahr John Deere a New Holland,Autos & Vehicles,no
ieqHkdZhRjs,https://www.youtube.com/watch?v=ieqHkdZhRjs,new technology trends 2023/new technology in agricultural video/new mashine#shorts #trending #farm,People & Blogs,no
MNbJXov8i3s,https://www.youtube.com/watch?v=MNbJXov8i3s,Rural Economy,Education,no
omJ8IbvfoaM,https://www.youtube.com/watch?v=omJ8IbvfoaM,Affordable 4WD Mini Cultivator | Multi-Function Hand Tractor Factory Display,People & Blogs,no
Z53B5PB-4mM,https://www.youtube.com/watch?v=Z53B5PB-4mM,Free  TAFE Tractor for Farmer's during 144 period | How to apply to get free TAFE Tractors,Howto & Style,no
YJ9UILJW53M,https://www.youtube.com/watch?v=YJ9UILJW53M,Fighting agricultural pests the natural way | FT Food Revolution,News & Politics,no
8AdOv_uDa38,https://www.youtube.com/watch?v=8AdOv_uDa38,Growing Zone 8 Planting Calendar 🗓️ Popular plants to grow and when #gardenplanning #gardeningtips,Education,no
eMpmyjSeZdM,https://www.youtube.com/watch?v=eMpmyjSeZdM,Empowering Dryland Farming: Dr. Simon Nguluu's Sustainable Agronomy Journey,People & Blogs,no
_wG23grj0yY,https://www.youtube.com/watch?v=_wG23grj0yY,Top 10 Technology Trends - Ep6 - Biotechnology in Agriculture #tech   #technology  #trending,Education,no
BkAfY5U-KIU,https://www.youtube.com/watch?v=BkAfY5U-KIU,"""silo body sheet equipment""""Grain silo sidewall equipment""""Grain storage tank machine""",People & Blogs,no
H1UWZ7tmPlY,https://www.youtube.com/watch?v=H1UWZ7tmPlY,7 TOP BEST LAYER CHICKEN BREEDS THAT LAY UP TO 364 EGGS PER YEAR,Education,no
emLK00bnIQk,https://www.youtube.com/watch?v=emLK00bnIQk,How to save irrigation water,Education,no
uNF_Mmh4Bd0,https://www.youtube.com/watch?v=uNF_Mmh4Bd0,Integrating crops and livestock,Education,no
R8VOlS9rhQ0,https://www.youtube.com/watch?v=R8VOlS9rhQ0,How Thai Farmers Harvest Millions of Tons of Fresh Coconut Every Year,Education,no
qejwqe0_w0E,https://www.youtube.com/watch?v=qejwqe0_w0E,UK's Free Safari of Farmyard Animals / Free roaming donkeys ponies pigs  & cows 📍The New Forest,Travel & Events,no
D8yF4ZWaSoU,https://www.youtube.com/watch?v=D8yF4ZWaSoU,cnc machining milling customized agriculture equipment parts components manufacturer China factory,People & Blogs,no
QAIuHXIUqoc,https://www.youtube.com/watch?v=QAIuHXIUqoc,peaceful countryside life of grandparents and grandchildren,Music,no
c-4asOI3Uqk,https://www.youtube.com/watch?v=c-4asOI3Uqk,Before & After Lakeland Farm Equipment - Quiet Sheep = Happy Sheep,Pets & Animals,no
_39nX5bU3-U,https://www.youtube.com/watch?v=_39nX5bU3-U,7 Best Free And Open Source Farm Management Software,Education,no
gbQaCP7SF5g,https://www.youtube.com/watch?v=gbQaCP7SF5g,2 Sets 2000 Ton Grain Silos & 35 ton per batch grain dryer Project #graindryer  #silo #grainsilo,People & Blogs,no
DaGciRZooRs,https://www.youtube.com/watch?v=DaGciRZooRs,Unlock the Secrets to Thriving Rice Harvests! 🌾,People & Blogs,no
m9gXHRlKowk,https://www.youtube.com/watch?v=m9gXHRlKowk,How to grow peanuts 🥜,Education,no
R68dEmNWDiQ,https://www.youtube.com/watch?v=R68dEmNWDiQ,ಕೆರೆ ತುಂಬಿಸುವ ಯೋಜನೆಗಳಿಗೆ ಚಾಲನೆ | Steps taken to alleviate water scarcity in open areas,News & Politics,no
NBTrJ37nei4,https://www.youtube.com/watch?v=NBTrJ37nei4,Joel Salatin - The Energy Cycle of a Perennial vs Annual Plant,Entertainment,no
Z77OijDtbSY,https://www.youtube.com/watch?v=Z77OijDtbSY,How Chinese Farmers Use Unique Methods to Control Rats in Agriculture! 🌾,People & Blogs,no
HjI5swwcf8w,https://www.youtube.com/watch?v=HjI5swwcf8w,Revolutionizing Farming with AI,Entertainment,no
RauqvHORS1g,https://www.youtube.com/watch?v=RauqvHORS1g,(급매) 옥천군 군북면 석호리 멋진 호수와 접해있는 전원주택지  204평,People & Blogs,no
E8BkMasQCLU,https://www.youtube.com/watch?v=E8BkMasQCLU,New Hay Field one month after planting.,People & Blogs,no
jDp3EiTxGro,https://www.youtube.com/watch?v=jDp3EiTxGro,My Top 10 Seed Varieties To Grow In 2025! Tried & True Favorites! + 5 I Wont Grow Again In My Garden,People & Blogs,no
DHh91kLmWj4,https://www.youtube.com/watch?v=DHh91kLmWj4,LEARNING THE VOWELS🐺 The Puppets of the Farm 🌈 FOR KIDS,Entertainment,no
g14WA43Lb5g,https://www.youtube.com/watch?v=g14WA43Lb5g,SHOCKING Results of 7 Days Transplant Growth Experiment,Education,no
